densidad,idx,solucion,tiempo,archivo
0.8,5,7,0.81504,new_3000_dataset/erdos_n3000_p0c0.8_5.graph
0.8,6,7,0.809377,new_3000_dataset/erdos_n3000_p0c0.8_6.graph
0.8,7,6,0.807602,new_3000_dataset/erdos_n3000_p0c0.8_7.graph
0.8,8,6,0.755921,new_3000_dataset/erdos_n3000_p0c0.8_8.graph
0.8,9,6,0.753702,new_3000_dataset/erdos_n3000_p0c0.8_9.graph
0.8,10,7,0.765054,new_3000_dataset/erdos_n3000_p0c0.8_10.graph
0.8,11,6,0.775701,new_3000_dataset/erdos_n3000_p0c0.8_11.graph
0.8,12,6,0.748343,new_3000_dataset/erdos_n3000_p0c0.8_12.graph
0.8,13,7,0.783126,new_3000_dataset/erdos_n3000_p0c0.8_13.graph
0.8,14,6,0.780322,new_3000_dataset/erdos_n3000_p0c0.8_14.graph
0.8,15,6,0.794806,new_3000_dataset/erdos_n3000_p0c0.8_15.graph
0.8,16,7,0.765906,new_3000_dataset/erdos_n3000_p0c0.8_16.graph
0.8,17,6,0.766814,new_3000_dataset/erdos_n3000_p0c0.8_17.graph
0.8,18,7,0.782021,new_3000_dataset/erdos_n3000_p0c0.8_18.graph
0.8,19,6,0.805937,new_3000_dataset/erdos_n3000_p0c0.8_19.graph
0.8,20,7,0.775792,new_3000_dataset/erdos_n3000_p0c0.8_20.graph
0.8,21,6,0.922497,new_3000_dataset/erdos_n3000_p0c0.8_21.graph
0.8,22,7,0.76635,new_3000_dataset/erdos_n3000_p0c0.8_22.graph
0.8,23,6,0.820492,new_3000_dataset/erdos_n3000_p0c0.8_23.graph
0.8,24,7,0.792063,new_3000_dataset/erdos_n3000_p0c0.8_24.graph
0.8,25,7,0.947548,new_3000_dataset/erdos_n3000_p0c0.8_25.graph
0.8,26,7,0.753417,new_3000_dataset/erdos_n3000_p0c0.8_26.graph
0.8,27,6,0.752959,new_3000_dataset/erdos_n3000_p0c0.8_27.graph
0.8,28,6,0.7604,new_3000_dataset/erdos_n3000_p0c0.8_28.graph
0.8,29,7,0.771208,new_3000_dataset/erdos_n3000_p0c0.8_29.graph
